leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
248,51.0,none,none,none,none,Leonard Nyangoma,Leonard Nyangoma,Leonard,Nyangoma,none,none,Burundi,Burundi vs CNDD,National Council for the Defense of Democracy,none,NaN,Male,1953.0,NaN,0.0,"Rutundwe in Songa Commune, Province Bururi, Burundi",41.0,41.0,Appointed/Designated,0.0,Obtained Bachelor's,Mathematical Sciences,Math,none,0.0,0.0,0.0,NaN,0.0,Christianity,NaN,1.0,0.0,0.0,Education,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Kirundi,0.0,0.0,Complete,151,1994.0-2000.0,15.0,210,1.0,10.0,1994.0,8.0,2000.0,90.0,12.0,1277.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,NaN,NaN,0,0.0,-1.0,462.0,516.0,1.0,0.0,0.0,0.0,0.0,47.0
249,39.0,none,none,none,none,Leonard Petrosyan,Leonard Petrosyan,Leonard,Petrosyan,none,none,Azerbaijan,Azerbaijan vs NKR,Nagorno-Karabakh Republic,NKR,NaN,Male,1953.0,1999.0,1.0,"Martouni, Nagorno-Karabakh Republic, Azerbaijan",38.0,38.0,Appointed/Designated,0.0,Obtained Bachelor's,Economics,Economics,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Laborer,1.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by rival group,"Armenian, Russian",0.0,0.0,Complete,50,1991.0-1992.0,3.0,168,1.0,12.0,1991.0,1.0,1992.0,193.0,361.0,1181.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,9512.0,373.0,0.0,0.0,1.0,0.0,0.0,39.0
250,382.0,none,none,none,none,Levon Ter-Petrossian,Levon Ter-Petrossian,Levon,Ter-Petrossian,none,none,Russia,Russia vs ANM,ANM,none,NaN,Male,1945.0,NaN,0.0,"Aleppo, Syria",43.0,45.0,Elected,0.0,Obtained Doctorate,Oriental studies (Syriology),Other,none,0.0,0.0,1.0,25.0,0.0,Christianity,1.0,1.0,0.0,0.0,Sciences,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Doctorate,Russia,0.0,0.0,1.0,0.0,0.0,none,"Russian, French, Arabic",0.0,1.0,Complete,484,1990.0-1991.0,3.0,1462,1.0,1.0,1990.0,8.0,1991.0,181.0,370.0,1173.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0,4.0,3.0,20057.0,365.0,0.0,0.0,1.0,0.0,0.0,46.0
251,481.0,none,none,none,none,Luis Ramón Reyes Reyes,Luis Reyes,Luis,Reyes,none,none,Venezuela,Venezeula vs Hugo Chavez,NaN,none,NaN,Male,1952.0,NaN,0.0,"Barinas, Venezuela",30.0,40.0,Founded/Co-founded,1.0,Obtained Bachelor's,Aeronautical Sciences and Military Aviation,Military,Science,1.0,1.0,1.0,26.0,1.0,Christianity,NaN,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,United States of America,0.0,0.0,1.0,0.0,0.0,none,Spanish,0.0,0.0,Complete,42800,1992.0-1992.0,1.0,1873,2.0,2.0,1992.0,11.0,1992.0,80.0,475.0,1603.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,9201.0,101.0,0.0,0.0,0.0,0.0,1.0,40.0
252,27.0,none,none,none,none,Madani Mezrag,Madani Mezrag,Madani,Mezrag,none,none,Algeria,Algeria vs MIA/FIS/AIS,NaN,none,NaN,Male,1960.0,NaN,0.0,"Jijel, Algeria",35.0,35.0,Unclear,0.0,Finished secondary,none,none,none,NaN,NaN,1.0,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Activist,NaN,0.0,NaN,0.0,0.0,NaN,NaN,none,none,0.0,0.0,NaN,1.0,0.0,none,Arabic,0.0,0.0,Complete,122,1995.0-2000.0,15.0,125,2.0,3.0,1995.0,1.0,2000.0,191.0,1.0,1389.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,-3.0,3943.0,615.0,0.0,0.0,0.0,1.0,0.0,40.0
253,153.0,none,none,none,none,Magarsa Bari,Magarsa Bari,Magarsa,Bari,none,Margarsaa Barii,Ethiopia,Ethiopia vs ONLF,NaN,none,NaN,Male,NaN,1980.0,1.0,"Bale Province, Ethiopia",NaN,NaN,Elected,0.0,Finished secondary,none,none,none,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,0.0,0.0,none,none,NaN,NaN,NaN,NaN,NaN,none,"Oromo, Amharic",0.0,0.0,Incomplete,3,1977.0-1980.0,10.0,613,2.0,9.0,1977.0,3.0,1980.0,219.0,55.0,1404.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,1.0,0,0.0,-3.0,631.0,530.0,1.0,0.0,0.0,0.0,0.0,NaN
254,80.0,none,none,none,none,Mohammed Nour Abdelkarim,Mahamat Abdelkarim,Mahamat,Abdelkarim,none,Mahamat Nour Abdelkarim,Chad,Chad vs FUCD,United Front for Democratic Change,FUCD,NaN,Male,1960.0,NaN,0.0,"Dar Tama, Department of Wadi Fira, a Region of Chad",45.0,45.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,0.0,NaN,0.0,Islam,1.0,1.0,0.0,0.0,Activist,1.0,1.0,1.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Tama, Arabic, French",0.0,0.0,Complete,32,2005.0-2006.0,3.0,317,1.0,1.0,2005.0,12.0,2006.0,91.0,455.0,1299.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1607.0,483.0,1.0,0.0,0.0,0.0,0.0,46.0
255,70.0,none,none,none,none,Mohamed Ahmet Nouri,Mahamat Nouri,Mahamat,Nouri,none,Mahamat Nouri,Chad,Chad vs AN,National Alliance,"AN, UFDD",NaN,Male,1974.0,NaN,0.0,"Faya-Largeau, Chad",34.0,34.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Islam,NaN,1.0,1.0,0.0,Other,1.0,1.0,1.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Daza, French",0.0,0.0,Complete,128,2006.0-2008.0,4.0,340,2.0,2.0,2008.0,12.0,2007.0,91.0,767.0,1577.0,1.0,1.0,0.0,1.0,2.0,1.0,103.0,40.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1592.0,483.0,1.0,0.0,0.0,0.0,0.0,33.0
256,248.0,Chairman,none,none,none,Mahmoud Abbas,Mahmoud Abbas,Mahmoud,Abbas,Abu Mazen,none,Israel,Israel vs Fatah,Harakat at-Tahrir al-Watani al-Filastini (FATAH)/Force 17/Tanzim/al-Aqsa Martyrs' Brigade/al-Asifa,Fatah,16.0,Male,1935.0,NaN,0.0,"Safed, Mandatory Palestine",69.0,69.0,Appointed/Designated,0.0,Obtained Doctorate,History,History,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,0.0,0.0,0.0,Career politician,0.0,0.0,0.0,0.0,1.0,1.0,8.0,Doctorate,"Syria, Russia",0.0,1.0,3.0,0.0,0.0,none,"Arabic, English",1.0,0.0,Complete,12200,2004.0-2007.0,26.0,1004,2.0,11.0,2004.0,12.0,2007.0,37.0,377.0,1049.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0,0.0,6.0,22791.0,666.0,0.0,0.0,0.0,1.0,0.0,72.0
257,140.0,none,none,none,none,Mahmouda Ahmed Gaas,Mahmouda Ahmed Gaas,Mahmouda,Gaas,none,none,Ethiopia,Ethiopia vs ARDUF,Afar Revolutionary Democratic Unity Front,ARDUF,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Islam,NaN,1.0,NaN,NaN,Other,NaN,1.0,NaN,1.0,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,2880,1996.0-1996.0,1.0,538,1.0,4.0,1996.0,12.0,1996.0,168.0,52.0,1372.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,1.0,0,0.0,1.0,489.0,530.0,1.0,0.0,0.0,0.0,0.0,NaN
259,447.0,none,none,none,none,Makhmud Khudoberdiyev,Makhmud Khudoberdiyev,Makhmud,Khudoberdiyev,none,none,Tajikistan,Tajikistan vs MPT,Movement for Peace in Tajikistan,none,NaN,Male,1964.0,2001.0,1.0,"Kurgan-Tube, Tajikstan (Former USSR)",32.0,34.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Military,1.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Tajik,0.0,0.0,Complete,8,1998.0-1998.0,1.0,1719,1.0,11.0,1998.0,11.0,1998.0,200.0,415.0,1189.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,1444.0,702.0,0.0,1.0,0.0,0.0,0.0,34.0
260,88.0,none,none,none,none,Maldoum Bada Abbas,Maldoum Bada Abbas,Maldoum,Abbas,none,none,Chad,Chad vs Military Faction,Military Faction,none,NaN,Male,1952.0,2006.0,1.0,NaN,NaN,39.0,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,1.0,NaN,Bachelor's,France,1.0,NaN,NaN,0.0,NaN,Assassinated by government,none,NaN,NaN,Incomplete,14,1991.0-1991.0,1.0,333,1.0,10.0,1991.0,12.0,1991.0,91.0,777.0,1295.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,1221.0,483.0,1.0,0.0,0.0,0.0,0.0,39.0
261,441.0,none,none,none,none,Malik Agar,Malik Agar,Malik,Agar,none,none,Sudan,Sudan vs SPLM/A-North,SPLM/A-North,none,NaN,Male,1960.0,NaN,0.0,"Ingessana Hills, Blue Nile State, Sudan",51.0,51.0,Founded/Co-founded,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,0.0,NaN,0.0,Islam,NaN,1.0,0.0,0.0,Career politician,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Arabic, English",1.0,0.0,Complete,2260,2011.0-2011.0,1.0,1709,1.0,6.0,2011.0,11.0,2011.0,113.0,812.0,2008.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0,0.0,-2.0,2308.0,625.0,0.0,0.0,0.0,1.0,0.0,51.0
262,218.0,none,none,none,none,Malik Mahmud,Malik Mahmud,Malik,Mahmud,none,none,Indonesia,Indonesia vs GAM,Gerakan Aceh Merdeka (GAM),Free Aceh Movement,62.0,Male,1939.0,NaN,0.0,Singapore,60.0,60.0,Unclear,1.0,none,none,none,none,NaN,NaN,1.0,NaN,NaN,Islam,0.0,1.0,0.0,0.0,none,0.0,0.0,0.0,NaN,0.0,NaN,NaN,none,none,0.0,1.0,NaN,0.0,0.0,none,"Acehnese, Bahasa Indonesia, Bahasa Melayu, English",1.0,1.0,Complete,8580,1999.0-2005.0,28.0,889,1.0,1.0,1999.0,8.0,2005.0,171.0,347.0,1170.0,0.0,1.0,1.0,1.0,2.0,3.0,61.0,13.0,42.0,23.0,0.0,0.0,0.0,1.0,1,0.0,6.0,3189.0,850.0,0.0,1.0,0.0,0.0,0.0,66.0
263,348.0,none,none,none,none,Mamman Nur,Mamman Nur,Mamman,Nur,none,none,Nigeria,Nigeria vs Boko Haram,Boko Haram/Jama'at Ahl as-Sunnah lid-Da'awa wal-Jihad/Wilayat Gharb Afriqiyah,Boko Haram,122.0,Male,NaN,NaN,NaN,NaN,NaN,NaN,Founded/Co-founded,1.0,Obtained Bachelor's,Theology,Religion,none,0.0,0.0,NaN,NaN,NaN,Islam,NaN,0.0,NaN,NaN,Religion,NaN,1.0,1.0,0.0,0.0,0.0,0.0,none,none,1.0,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,339,2009.0-2010.0,3.0,1311,2.0,7.0,2009.0,7.0,2010.0,100.0,793.0,1935.0,1.0,1.0,0.0,0.0,1.0,2.0,171.0,58.0,14.0,9.0,0.0,NaN,1.0,0.0,1,0.0,4.0,1990.0,475.0,1.0,0.0,0.0,0.0,0.0,NaN
264,341.0,none,none,none,none,Mano Dayak,Mano Dayak,Mano,Dayak,none,none,Niger,Niger vs CRA,Coordination de la Resistnance,CRA,NaN,Male,1950.0,1995.0,1.0,"Nigerian Aïr Mountains in the Tidene Valley North of Agadez, Niger",44.0,44.0,Founded/Co-founded,1.0,Obtained Bachelor's,Anthropology; Folklore; Political Science,Science,none,0.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,0.0,Business/entrepeneurship,NaN,1.0,NaN,NaN,NaN,1.0,6.0,Master's,"United States of America, France",NaN,1.0,NaN,NaN,NaN,Accident,"Tamashek, French, English",1.0,0.0,Complete,212,1994.0-1994.0,1.0,1300,1.0,5.0,1994.0,10.0,1994.0,178.0,111.0,1377.0,0.0,1.0,0.0,0.0,2.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,561.0,436.0,1.0,0.0,0.0,0.0,0.0,44.0
265,42.0,none,none,none,none,Manobendro Narayon Larma,M.N. Larma,M.N.,Larma,none,none,Bangladesh,Bangladesh vs Shanti Bahini,Shanti Bahini,none,NaN,Male,1941.0,1983.0,1.0,"Khagrachhari District (Chittagong Hill Tract), Bangladesh",34.0,34.0,Founded/Co-founded,1.0,Obtained Bachelor's,Law,Law,none,0.0,0.0,1.0,30.0,1.0,Buddhism,0.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Assassinated by rival group,"Chakma, Bengali",0.0,0.0,Complete,93,1975.0-1983.0,45.0,188,1.0,2.0,1975.0,11.0,1983.0,126.0,223.0,1127.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,1071.0,771.0,0.0,1.0,0.0,0.0,0.0,42.0
266,105.0,none,none,none,none,Pedro Antonio Marín Marín,Manuel Marulanda,Manuel,Marulanda,Tirofijo,Manuel Marulanda Vélez,Colombia,Colombia vs FARC,Fuerzas Armadas Revolucionares de Colombia (FARC)/Manuel Marulanda faction of Partido Comunista Colombiano,FARC,528.0,Male,1930.0,2008.0,1.0,"Génova, Colombia",34.0,34.0,Founded/Co-founded,1.0,Finished primary,none,none,none,0.0,0.0,1.0,70.0,1.0,Christianity,0.0,0.0,0.0,0.0,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,2800,1964.0-2008.0,496.0,431,1.0,5.0,1964.0,3.0,2008.0,92.0,237.0,1604.0,1.0,2.0,1.0,1.0,2.0,1.0,1593.0,1072.0,781.0,325.0,0.0,1.0,0.0,1.0,0,0.0,6.0,7167.0,100.0,0.0,0.0,0.0,0.0,1.0,78.0
267,97.0,none,none,none,none,Manuel Pérez Martínez,Manuel Pérez,Manuel,Pérez,El Cura Pérez,none,Colombia,Colombia vs ELN,Ejército de Liberación Nacional (ELN),National Liberation Army,11.0,Male,1943.0,1998.0,1.0,"Alfamén, Province of Zaragoza, Spain",30.0,41.0,Appointed/Designated,1.0,Obtained Bachelor's,Philosophy and Theology,Religion,Philosophy,0.0,1.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Religion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,24500,1984.0-1998.0,120.0,356,1.0,7.0,1984.0,2.0,1998.0,92.0,342.0,1582.0,1.0,1.0,1.0,1.0,1.0,1.0,390.0,216.0,548.0,119.0,0.0,1.0,0.0,1.0,0,0.0,6.0,6556.0,100.0,0.0,0.0,0.0,0.0,1.0,55.0
268,315.0,none,none,none,none,Maran Brang Seng,Maran Brang Seng,Maran,Seng,none,none,Myanmar,Myanmar vs KIO,The Kachin Independence Organization,KIO,NaN,Male,1931.0,1994.0,1.0,"Hpakan, Kachin State, British Burma",44.0,44.0,Elected,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Education,0.0,0.0,NaN,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Kachin,0.0,0.0,Complete,30,1975.0-1993.0,423.0,1189,2.0,8.0,1975.0,10.0,1993.0,34.0,304.0,1043.0,0.0,2.0,1.0,0.0,2.0,2.0,20.0,20.0,9.0,7.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1198.0,775.0,0.0,1.0,0.0,0.0,0.0,62.0
269,473.0,none,none,none,none,Martin McGuinness,Martin McGuinness,Martin,McGuinness,none,none,United Kingdom,UK vs PIRA,Provisional Irish Republican Army (PIRA)/Irish Republican Army (IRA)/Óghlaigh na hÉireann,IRA,4.0,Male,1950.0,2017.0,1.0,"Londonderry, United Kingdom",28.0,28.0,Appointed/Designated,0.0,Finished primary,none,none,none,0.0,0.0,1.0,24.0,1.0,Christianity,0.0,0.0,0.0,0.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,English,1.0,0.0,Complete,17300,1978.0-1982.0,50.0,1855,7.0,2.0,1978.0,9.0,1982.0,119.0,216.0,1124.0,0.0,1.0,0.0,0.0,1.0,3.0,74.0,54.0,186.0,109.0,1.0,0.0,0.0,1.0,0,1.0,7.0,17064.0,200.0,0.0,0.0,1.0,0.0,0.0,32.0
270,223.0,none,none,none,none,Martin Tabu,Martin Tabu,Martin,Tabu,none,none,Indonesia,Indonesia vs OPM,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,146.0,Male,NaN,NaN,0.0,NaN,NaN,NaN,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Christianity,NaN,NaN,NaN,NaN,none,0.0,NaN,NaN,0.0,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,0.0,none,Papuan,0.0,0.0,Incomplete,1760,1978.0-1980.0,12.0,896,3.0,9.0,1978.0,8.0,1980.0,94.0,498.0,1108.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,1878.0,850.0,0.0,1.0,0.0,0.0,0.0,NaN
271,243.0,none,none,none,none,Masoud Barzani,Masoud Barzani,Masoud,Barzani,none,none,Iraq,Iraq vs KDP,Kurdistan Democratic Party (KDP),KDP,155.0,Male,1946.0,NaN,0.0,"Mahabad, Iran",33.0,33.0,Elected,0.0,Finished primary,none,none,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,1.0,NaN,Secondary,Iraq,0.0,0.0,1.0,0.0,0.0,none,"Kurdish, Arabic, Farsi, English",1.0,1.0,Complete,2500,1979.0-1991.0,79.0,973,1.0,1.0,1979.0,12.0,1991.0,74.0,279.0,1102.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5.0,1729.0,645.0,0.0,0.0,0.0,1.0,0.0,45.0
272,235.0,none,none,none,none,Massoud Rajavi,Massoud Rajavi,Massoud,Rajavi,none,none,Iran,Iran vs MEK,Mujahedin-e Khalq (MeK),Holy Warriors of the Masses,63.0,Male,1947.0,2016.0,NaN,"Tabas, Iran",28.0,39.0,Unclear,0.0,Obtained Bachelor's,Political Science,Political Science,none,0.0,0.0,1.0,33.0,1.0,Islam,NaN,0.0,0.0,0.0,Activist,0.0,1.0,NaN,0.0,0.0,0.0,0.0,none,none,NaN,0.0,NaN,1.0,0.0,none,Farsi,0.0,0.0,Complete,383,1979.0-2001.0,61.0,2072,1.0,6.0,1986.0,12.0,2001.0,143.0,246.0,1151.0,1.0,2.0,0.0,1.0,1.0,2.0,26.0,26.0,11.0,8.0,0.0,0.0,0.0,1.0,0,0.0,3.0,6870.0,630.0,0.0,0.0,0.0,1.0,0.0,54.0
273,45.0,none,none,none,none,Mate Boban,Mate Boban,Mate,Boban,none,none,Bosnia,Bosnia vs Croatian Republic,Croatian Republic,none,NaN,Male,1940.0,1997.0,1.0,"Sovići, Bosnia (Former Yugoslavia) ",51.0,53.0,"Founded/Co-founded, Appointed/Designated",0.0,Obtained Master's,Master of Economics,Economics,none,0.0,0.0,1.0,25.0,1.0,Christianity,NaN,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,Croatian,0.0,0.0,Complete,791,1993.0-1994.0,6.0,198,1.0,4.0,1993.0,2.0,1994.0,203.0,293.0,1193.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,NaN,1296.0,346.0,0.0,0.0,1.0,0.0,0.0,54.0
274,8.0,none,none,none,Maulawi,Muhammad Yunus Khalis,Muhammad Khalis,Muhammad,Khalis,Maulawi Khalis,none,Afghanistan,Afghanistan vs Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,none,NaN,Male,1919.0,2006.0,1.0,"Nangarhar Province, Afghanistan",60.0,61.0,Founded/Co-founded,0.0,Finished primary,none,none,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Education,0.0,1.0,1.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"Pashto, Dari",0.0,0.0,Complete,118,1980.0-1991.0,78.0,44,1.0,1.0,1980.0,12.0,1991.0,137.0,760.0,1136.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,-4.0,832.0,700.0,0.0,1.0,0.0,0.0,0.0,72.0
275,86.0,none,none,none,none,Maurice Hel-Bongo,Maurice Hel-Bongo,Maurice,Hel-Bongo,none,Adoum Hel-Bongo,Chad,Chad vs MDJT,Movement for Democracy and Justice in Chad,none,NaN,Male,1930.0,2010.0,1.0,"Sarh, Chad",NaN,72.0,none,NaN,Obtained Master's,Law,Law,none,0.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Career politician,NaN,NaN,NaN,1.0,NaN,1.0,4.0,Master's,France,NaN,1.0,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,233,2002.0-2002.0,4.0,328,2.0,9.0,2002.0,12.0,2002.0,91.0,27.0,1298.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,945.0,483.0,1.0,0.0,0.0,0.0,0.0,72.0
277,146.0,none,none,none,none,Meles Zenawi,Meles Zenawi,Meles,Zenawi,none,none,Ethiopia,Ethiopia vs EPRDF,NaN,none,NaN,Male,1955.0,2012.0,1.0,"Adwa, Tigrai, Ethiopia",30.0,34.0,"Elected, Appointed/Designated",0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,"Tigrinya, English, Amharic",1.0,0.0,Complete,4320,1985.0-1991.0,52.0,646,1.0,1.0,1989.0,12.0,1988.0,70.0,48.0,1259.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,724.0,530.0,1.0,0.0,0.0,0.0,0.0,33.0
278,152.0,none,none,none,none,Merid Negusie,Merid Negusie,Merid,Negusie,none,Merid Negussie,Ethiopia,Ethiopia vs Military faction,NaN,none,NaN,Male,NaN,NaN,1.0,NaN,NaN,NaN,Founded/Co-founded,1.0,none,none,none,none,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,0.0,1.0,Military,1.0,0.0,1.0,1.0,0.0,NaN,NaN,none,none,0.0,0.0,NaN,0.0,0.0,none,"Oromo, Amharic",0.0,0.0,Incomplete,739,1989.0-1989.0,1.0,609,1.0,5.0,1989.0,12.0,1989.0,70.0,49.0,1258.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,677.0,530.0,1.0,0.0,0.0,0.0,0.0,NaN
279,475.0,none,none,none,none,Michael McKevitt,Michael McKevitt,Michael,McKevitt,none,none,United Kingdom,UK vs RIRA,Provisional Irish Republican Army (PIRA)/Irish Republican Army (IRA)/Óghlaigh na hÉireann,IRA,4.0,Male,1949.0,NaN,0.0,"Dundalk, Ireland",48.0,49.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,1.0,22.0,1.0,Christianity,NaN,0.0,0.0,0.0,Business/entrepeneurship,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,English,1.0,0.0,Complete,1620,1998.0-1998.0,1.0,1856,1.0,8.0,1998.0,9.0,1998.0,119.0,248.0,1125.0,0.0,1.0,0.0,1.0,1.0,2.0,28.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0,1.0,7.0,26862.0,200.0,0.0,0.0,1.0,0.0,0.0,49.0
